num,year,id,team,RPI,SOS,PE
6619,1998,1363,San Jose State,0.4235,0.5262,0.029008392202248993
6620,1998,1420,Maryland-Baltimore County,0.4206,0.4142,0.4191689286015004
6621,1998,1165,Cornell,0.4198,0.453,0.32149529676889044
6622,1998,1263,Maine,0.4173,0.4897,0.14137365376234123
6623,1998,1282,UMKC,0.41600000000000004,0.4613,0.24144159265741777
6624,1998,1358,Sam Houston State,0.4154,0.4385,0.2915032064280648
6625,1998,1197,Florida A&M;,0.4146,0.4218,0.3074435420326618
6626,1998,1144,Campbell,0.413,0.4534,0.10524109291112652
6627,1998,1313,Norfolk State,0.4122,0.4829,0.11297207792172163
6628,1998,1171,Dartmouth,0.4095,0.4562,0.1252892721893987
6629,1998,1459,Wofford,0.406,0.458,0.08700269484415454
6630,1998,1240,Jacksonville State,0.40399999999999997,0.3997,0.27022838185016357
6631,1998,1135,Brown,0.4031,0.4605,0.0742244160141308
6632,1998,1175,Delaware State,0.4009,0.4512,0.09009455941864526
6633,1998,1380,Southern,0.3999,0.3882,0.6359082776079797
6634,1998,1352,Robert Morris,0.3925,0.4336,0.21451687833484645
6635,1998,1270,McNeese State,0.3902,0.4402,0.16292938911258503
6636,1998,1381,Southern Utah,0.3898,0.453,0.16281217139364262
6637,1998,1226,Idaho State,0.3888,0.4459,0.07540176979795402
6638,1998,1221,Holy Cross,0.3838,0.4253,0.16823898133198553
6639,1998,1224,Howard,0.3823,0.4145,0.1791405892392987
6640,1998,1457,Winthrop,0.3808,0.4319,0.08248683557095167
6641,1998,1290,Mississippi Valley State,0.3752,0.4308,0.15950998978621933
6642,1998,1157,Coastal Carolina,0.3695,0.4057,0.10433941405303768
6643,1998,1368,Southeastern Louisiana,0.3548,0.4175,0.15773317869040793
6644,1998,1273,Mercer,0.3503,0.4254,0.11490044525055197
6645,1998,1170,Sacramento State,0.3418,0.4412,0.015225332725361513
6646,1997,1242,Kansas,0.6742,0.576,0.9742111178203336
6647,1997,1314,North Carolina,0.6569,0.6092,0.8920182174348881
6648,1997,1428,Utah,0.638,0.5531,0.9350989971466505
6649,1997,1181,Duke,0.6271,0.5888,0.9432195165052422
6650,1997,1376,South Carolina,0.6202,0.5714,0.8304494734417827
6651,1997,1155,Clemson,0.6159,0.5879,0.8190241751336563
6652,1997,1153,Cincinnati,0.6111,0.5544,0.9520737218911892
6653,1997,1409,Tulsa,0.6017,0.5627,0.8717556009899788
6654,1997,1112,Arizona,0.5993,0.5729,0.8876166161068634
6655,1997,1208,Georgia,0.5965,0.5454,0.7827560025268526
6656,1997,1143,California,0.5963,0.5537,0.8181695660087366
6657,1997,1348,Rhode Island,0.5939,0.562,0.8779541015740697
6658,1997,1438,Virginia,0.5932,0.591,0.6632897160594102
6659,1997,1150,Charlotte,0.5917,0.5476,0.7788625005064447
6660,1997,1403,Texas Tech,0.5894,0.5597,0.7393847038231789
6661,1997,1131,Boston University,0.5871,0.4954,0.8041227402141815
6662,1997,1130,Boston College,0.5853,0.539,0.7438620701536024
6663,1997,1229,Illinois State,0.5842,0.5031,0.8623012787354118
6664,1997,1234,Iowa,0.5826,0.5469,0.8424286306792991
6665,1997,1400,Texas,0.5807,0.5768,0.6447606246104883
6666,1997,1395,TCU,0.5798,0.5609,0.7483056268167507
6667,1997,1160,Colorado,0.5785,0.538,0.6723439212448568
6668,1997,1269,Massachusetts,0.5785,0.5778,0.5939636087662984
6669,1997,1328,Oklahoma,0.5752,0.5485,0.8740941043225521
6670,1997,1452,West Virginia,0.5724,0.537,0.8053007581491708
6671,1997,1266,Marquette,0.5712,0.5172,0.9257061543290142
6672,1997,1158,College of Charleston,0.5686,0.4487,0.9288109764936601
6673,1997,1304,Nebraska,0.5670000000000001,0.5782,0.5731233468441974
6674,1997,1207,Georgetown,0.5655,0.5278,0.7668564408830452
6675,1997,1408,Tulane,0.5637,0.5374,0.7445417373938671
6676,1997,1201,Fresno State,0.5609,0.5368,0.6715035127089758
6677,1997,1332,Oregon,0.5605,0.5421,0.7068293118770623
6678,1997,1434,Valparaiso,0.5593,0.4838,0.8632090265499394
6679,1997,1275,Miami (Ohio),0.5566,0.5007,0.8605050099798991
6680,1997,1161,Colorado State,0.5561,0.5235,0.6579735095305047
6681,1997,1132,Bowling Green,0.5549,0.5065,0.7871822022758816
6682,1997,1277,Michigan State,0.5539,0.5411,0.6965494610233477
6683,1997,1203,George Washington,0.5505,0.5554,0.7015639726793245
6684,1997,1334,Pacific,0.5487,0.4599,0.9252580419120017
6685,1997,1375,South Alabama,0.5473,0.4705,0.8913642426224965
6686,1997,1254,LIU-Brooklyn,0.5471,0.4881,0.7973548523770904
6687,1997,1449,Washington,0.5462,0.5231,0.6290097177806029
6688,1997,1163,Connecticut,0.5441,0.5589,0.7337655464209855
6689,1997,1385,St. John's,0.5432,0.5637,0.5057524356623546
6690,1997,1139,Butler,0.5392,0.4856,0.8654461584823179
6691,1997,1330,Old Dominion,0.5372,0.4871,0.709147543957032
6692,1997,1388,St. Mary's,0.5342,0.4623,0.7359286200222579
6693,1997,1124,Baylor,0.5329,0.5151,0.5694920101521687
6694,1997,1187,East Carolina,0.5313,0.5033,0.7154416126312775
6695,1997,1120,Auburn,0.531,0.5471,0.5
6696,1997,1233,Iona,0.528,0.4512,0.813008674134624
6697,1997,1382,St. Bonaventure,0.527,0.536,0.5124584016126847
6698,1997,1133,Bradley,0.525,0.5096,0.7564301812672668
6699,1997,1192,Fairleigh Dickinson,0.5242,0.4846,0.42583639657739686
6700,1997,1421,NC-Asheville,0.5236,0.4882,0.41523353061199736
6701,1997,1243,Kansas State,0.5206,0.5787,0.2287821278113151
6702,1997,1261,LSU,0.5185,0.5803,0.31624190004803504
6703,1997,1374,Southern Methodist,0.5172,0.5044,0.5344901248531272
6704,1997,1284,Monmouth,0.5162,0.4813,0.7503505918953809
6705,1997,1439,Virginia Tech,0.5137,0.5294,0.5742350355215319
6706,1997,1353,Rutgers,0.513,0.5482,0.28329144628630976
6707,1997,1285,Montana,0.5117,0.4723,0.7362472670754883
6708,1997,1145,Canisius,0.5114,0.4864,0.8002314665876488
6709,1997,1241,James Madison,0.5105,0.5021,0.5251261379541259
6710,1997,1433,Virginia Commonwealth,0.5081,0.5046,0.6056215111640595
6711,1997,1151,Chattanooga,0.5056,0.4598,0.8404945854797187
6712,1997,1138,Buffalo,0.505,0.4709,0.6076847755829677
6713,1997,1397,Tennessee,0.5034,0.5354,0.26429445510472493
6714,1997,1166,Creighton,0.5019,0.5026,0.5775572457571799
6715,1997,1114,Arkansas-Little Rock,0.5012,0.4816,0.6198560706075229
6716,1997,1401,Texas A&M;,0.5009,0.5567,0.33773969668016557
6717,1997,1444,Western Michigan,0.4989,0.4985,0.4377971102929391
6718,1997,1256,Louisiana Tech,0.4973,0.4902,0.6545919042552043
6719,1997,1149,Charleston Southern,0.4969,0.4773,0.5438601671537449
6720,1997,1222,Houston,0.4958,0.5278,0.3752016206886155
6721,1997,1174,Delaware,0.4942,0.5096,0.6298110462734161
6722,1997,1178,Detroit,0.4935,0.4794,0.6328921876710968
6723,1997,1362,San Francisco,0.4925,0.4772,0.5197707407571981
6724,1997,1461,Wyoming,0.4922,0.5205,0.47324111983823003
6725,1997,1292,Middle Tennessee,0.4917,0.4652,0.5678489702504508
6726,1997,1232,Indiana State,0.4902,0.5108,0.2958223387706142
6727,1997,1453,Green Bay,0.4899,0.4926,0.5642142379271976
6728,1997,1293,Murray State,0.4888,0.4338,0.6845484901176403
6729,1997,1165,Cornell,0.488,0.4641,0.4500985231282308
6730,1997,1405,Toledo,0.4879,0.4967,0.5018771842081517
6731,1997,1173,Dayton,0.4863,0.4879,0.5605340671987016
6732,1997,1291,Mount St. Mary's,0.4844,0.473,0.48037826197381905
6733,1997,1247,La Salle,0.4825,0.5198,0.36528852866853045
6734,1997,1198,Florida International,0.4803,0.4565,0.6912663266074783
6735,1997,1270,McNeese State,0.478,0.4468,0.6756299156551936
6736,1997,1286,Montana State,0.4769,0.4759,0.4908856702904374
6737,1997,1211,Gonzaga,0.4738,0.4584,0.6005168081312775
6738,1997,1456,William &amp; Mary,0.4726,0.4943,0.37423525642830624
6739,1997,1290,Mississippi Valley State,0.4699,0.4166,0.6041320457594496
6740,1997,1259,Loyola-Maryland,0.4696,0.4656,0.5018721312694425
6741,1997,1169,Cal State Northridge,0.4671,0.4818,0.547990239692156
6742,1997,1333,Oregon State,0.466,0.5547,0.15237979813422342
6743,1997,1225,Idaho,0.4653,0.5137,0.16268806521987755
6744,1997,1361,San Diego State,0.4637,0.4773,0.3377690735518059
6745,1997,1168,Cal State Fullerton,0.4611,0.4543,0.4527560649398148
6746,1997,1245,Kent State,0.4597,0.5196,0.20986081286840702
6747,1997,1441,Western Carolina,0.4588,0.459,0.2213432600881171
6748,1997,1159,Colgate,0.4572,0.4667,0.47582145917772345
6749,1997,1354,South Carolina State,0.4561,0.4348,0.3916567835337871
6750,1997,1440,VMI,0.4552,0.487,0.2312074673251412
6751,1997,1381,Southern Utah,0.4546,0.5304,0.11134339457811648
6752,1997,1263,Maine,0.4511,0.4943,0.2864713606227703
6753,1997,1310,Niagara,0.4502,0.4694,0.27333841617956345
6754,1997,1142,Cal Poly,0.4499,0.464,0.55064095417355
6755,1997,1206,George Mason,0.4485,0.4746,0.3427165020654784
6756,1997,1369,Southeast Missouri State,0.4476,0.4733,0.28438436104807957
6757,1997,1322,Northwestern State,0.4463,0.447,0.42892852251310143
6758,1997,1306,New Hampshire,0.446,0.4959,0.09739786793130456
6759,1997,1103,Akron,0.4441,0.4989,0.3964850187845856
6760,1997,1177,DePaul,0.4434,0.5527,0.0554023732884397
6761,1997,1193,Fairfield,0.4404,0.4608,0.3679980318470713
6762,1997,1226,Idaho State,0.4397,0.4335,0.5138628843396634
6763,1997,1264,Manhattan,0.4392,0.4745,0.3129093155173233
6764,1997,1447,Wagner,0.4356,0.4573,0.3050946944139482
6765,1997,1426,Texas-Arlington,0.4348,0.4464,0.18708763176896617
6766,1997,1463,Yale,0.4329,0.4572,0.26788914356725535
6767,1997,1311,Nicholls State,0.4327,0.4658,0.24429954972575516
6768,1997,1373,Siena,0.4322,0.4651,0.2773604462680349
6769,1997,1144,Campbell,0.4311,0.4548,0.17755502185408195
6770,1997,1457,Winthrop,0.4296,0.4568,0.17208622282651254
6771,1997,1183,Eastern Illinois,0.4267,0.4356,0.28961471397625693
6772,1997,1179,Drake,0.4257,0.5437,0.09796309306898855
6773,1997,1411,Texas Southern,0.4245,0.4379,0.2704812879902956
6774,1997,1358,Sam Houston State,0.4228,0.4612,0.11892200285816096
6775,1997,1202,Furman,0.4218,0.4557,0.21077016537879054
6776,1997,1337,Pepperdine,0.42100000000000004,0.4972,0.20918747510456384
6777,1997,1460,Wright State,0.4186,0.4812,0.18774497824962247
6778,1997,1135,Brown,0.4183,0.5065,0.05217543117648467
6779,1997,1288,Morgan State,0.4148,0.4419,0.17273755264860668
6780,1997,1204,Georgia Southern,0.4117,0.4464,0.055665503159720506
6781,1997,1186,Eastern Washington,0.4104,0.4602,0.18896707936363744
6782,1997,1170,Sacramento State,0.4092,0.5166,0.01909899672165723
6783,1997,1341,Prairie View A&M;,0.4081,0.447,0.07035997331294654
6784,1997,1271,Maryland-Eastern Shore,0.4072,0.4363,0.3239519738790484
6785,1997,1464,Youngstown State,0.4067,0.4397,0.32527049536493297
6786,1997,1106,Alabama State,0.4049,0.4447,0.06504805192110136
6787,1997,1197,Florida A&M;,0.4041,0.44,0.15439863079392382
6788,1997,1287,Morehead State,0.3995,0.4527,0.18529101179998742
6789,1997,1352,Robert Morris,0.3985,0.482,0.11232500743368205
6790,1997,1214,Hampton,0.3977,0.4316,0.2680467440244098
6791,1997,1175,Delaware State,0.3969,0.4427,0.10192784886496034
6792,1997,1427,Texas-San Antonio,0.3961,0.4309,0.2470157483348576
6793,1997,1420,Maryland-Baltimore County,0.3853,0.4625,0.07986106527841962
6794,1997,1368,Southeastern Louisiana,0.3824,0.4073,0.21832199552372963
6795,1997,1459,Wofford,0.3748,0.4442,0.08975811674053655
6796,1997,1416,UCF,0.3741,0.4293,0.13829519590674186
6797,1997,1273,Mercer,0.3287,0.4104,0.033874158305072455
6798,1997,1246,Kentucky,0.6572,0.5833,0.9842367217370791
6799,1997,1278,Minnesota,0.6522,0.5707,0.9488615217935524
6800,1997,1448,Wake Forest,0.6344,0.5815,0.915190825289302
6801,1997,1437,Villanova,0.623,0.5941,0.8149145210974374
6802,1997,1417,UCLA,0.6164,0.5719,0.7375486283994724
6803,1997,1386,Saint Joseph's,0.6124,0.5499,0.7662329718251492
6804,1997,1307,New Mexico,0.6089,0.5563,0.9104152915896805
6805,1997,1231,Indepenedent,0.6014,0.5727,0.7385863928770061
6806,1997,1257,Louisville,0.5978,0.5498,0.7119422098425566
6807,1997,1268,Maryland,0.5963,0.5692,0.8539605762310565
6808,1997,1345,Purdue,0.5946,0.5904,0.5812243719822475
6809,1997,1228,Illinois,0.5934,0.5579,0.8326199891826498
6810,1997,1458,Wisconsin,0.5919,0.5669,0.7460871014223579
6811,1997,1462,Xavier,0.5907,0.516,0.891401455165686
6812,1997,1390,Stanford,0.5886,0.5448,0.8943657598961157
6813,1997,1343,Princeton,0.5855,0.4858,0.9262934309824483
6814,1997,1435,Vanderbilt,0.5847,0.5727,0.7078434777848946
6815,1997,1235,Iowa State,0.5829,0.5391,0.8369344645342044
6816,1997,1396,Temple,0.5818,0.5574,0.784855011318866
6817,1997,1276,Michigan,0.5805,0.5628,0.7481656123677342
6818,1997,1283,Missouri State,0.5797,0.5229,0.7011037191108227
6819,1997,1279,Mississippi,0.5785,0.5368,0.7990932002036877
6820,1997,1344,Providence,0.5771,0.5544,0.7428658569904226
6821,1997,1329,Oklahoma State,0.5748,0.5887,0.5033485298784266
6822,1997,1218,Hawaii,0.5721,0.5159,0.7748635605726645
6823,1997,1425,Southern California,0.5692,0.549,0.6672582943315445
6824,1997,1199,Florida State,0.5675,0.5592,0.8029366898229032
6825,1997,1331,Oral Roberts,0.5665,0.502,0.8861600649692449
6826,1997,1424,UNLV,0.5639,0.522,0.717663569608513
6827,1997,1393,Syracuse,0.5624,0.5456,0.7815150865833724
6828,1997,1301,North Carolina State,0.5605,0.5749,0.6956670112328658
6829,1997,1180,Drexel,0.5603,0.5026,0.8349112369487863
6830,1997,1116,Arkansas,0.5577,0.5585,0.8265421221589713
6831,1997,1338,Pittsburgh,0.5562,0.5639,0.49660571317174135
6832,1997,1272,Memphis,0.5546,0.5617,0.570164352752811
6833,1997,1185,Eastern Michigan,0.5509,0.5161,0.6085070303564293
6834,1997,1305,Nevada,0.55,0.5071,0.6596020631143288
6835,1997,1323,Notre Dame,0.5477,0.5575,0.5237693240905816
6836,1997,1281,Missouri,0.5472,0.5733,0.5561393799836833
6837,1997,1320,Northern Iowa,0.5465,0.5382,0.5855839977487185
6838,1997,1308,New Mexico State,0.546,0.5057,0.779624398637764
6839,1997,1104,Alabama,0.5435,0.5469,0.6796306735097679
6840,1997,1191,Evansville,0.5418,0.5397,0.4406256175722418
6841,1997,1274,Miami (Fla.),0.5381,0.5269,0.6492849804425909
6842,1997,1412,UAB,0.5358,0.5209,0.5921264153744354
6843,1997,1325,Ohio,0.5332,0.5058,0.6191760919673628
6844,1997,1429,Utah State,0.5318,0.4912,0.7515462601113075
6845,1997,1431,Texas-El Paso,0.5313,0.5635,0.3545822379127126
6846,1997,1210,Georgia Tech,0.529,0.5942,0.34735055810089466
6847,1997,1267,Marshall,0.5279,0.4777,0.661335258514078
6848,1997,1319,Northern Arizona,0.5266,0.4383,0.8308831525423717
6849,1997,1365,Santa Clara,0.5243,0.5016,0.6160517054609391
6850,1997,1123,Ball State,0.524,0.5201,0.515038744867453
6851,1997,1172,Davidson,0.5218,0.4958,0.684587366649531
6852,1997,1423,NC-Wilmington,0.5203,0.5099,0.3788201799938589
6853,1997,1171,Dartmouth,0.5178,0.4637,0.8288331282045763
6854,1997,1251,Liberty,0.5167,0.459,0.70673872330446
6855,1997,1280,Mississippi State,0.516,0.5615,0.2619983843244278
6856,1997,1363,San Jose State,0.5133,0.5306,0.2897206458113537
6857,1997,1442,Western Illinois,0.5129,0.474,0.699519536296534
6858,1997,1349,Rice,0.5117,0.5489,0.40630244362204965
6859,1997,1216,Hartford,0.5105,0.4783,0.6346761443294122
6860,1997,1217,Harvard,0.5103,0.467,0.756297775981913
6861,1997,1326,Ohio State,0.5068,0.5522,0.4871266077765753
6862,1997,1336,Penn State,0.5051,0.55,0.23317833150659353
6863,1997,1455,Wichita State,0.5036,0.4986,0.7114280698304859
6864,1997,1164,Coppin State,0.502,0.428,0.771330946987798
6865,1997,1379,Southern Miss,0.5018,0.5209,0.47065218566553924
6866,1997,1356,Southern Illinois,0.5011,0.5237,0.47147473463137546
6867,1997,1371,Seton Hall,0.4989,0.5542,0.2577131962867073
6868,1997,1360,San Diego,0.4986,0.4725,0.6783479670812123
6869,1997,1451,Weber State,0.4971,0.4833,0.4477950652853737
6870,1997,1129,Boise State,0.4968,0.4895,0.6977191401665923
6871,1997,1450,Washington State,0.495,0.5221,0.5161537918376197
6872,1997,1227,Illinois-Chicago,0.4938,0.486,0.4797769162843566
6873,1997,1335,Pennsylvania,0.4927,0.503,0.4292635763326788
6874,1997,1298,Navy,0.4924,0.4258,0.6954387903563958
6875,1997,1407,Troy,0.4921,0.4638,0.41169923063343056
6876,1997,1196,Florida,0.4914,0.5173,0.5147413317137358
6877,1997,1117,Arkansas State,0.4901,0.4801,0.45262201269497254
6878,1997,1111,Appalachian State,0.489,0.4982,0.4507255029293557
6879,1997,1350,Richmond,0.4884,0.4964,0.5561892213269254
6880,1997,1249,Lamar,0.488,0.4774,0.4942853749252388
6881,1997,1387,Saint Louis,0.4872,0.5232,0.2924061130682885
6882,1997,1182,Duquesne,0.4861,0.537,0.3189222866556227
6883,1997,1443,Western Kentucky,0.4836,0.5038,0.33583143343012073
6884,1997,1253,Long Beach State,0.4814,0.4813,0.4822831210788913
6885,1997,1419,Louisiana-Monroe,0.479,0.4781,0.41637470424900264
6886,1997,1402,Texas State-San Marcos,0.47700000000000004,0.4509,0.5669799045338683
6887,1997,1347,Radford,0.4764,0.4624,0.3745439241828227
6888,1997,1418,Louisiana-Lafayette,0.4731,0.488,0.35365658242481623
6889,1997,1351,Rider,0.4717,0.4561,0.5345111090315472
6890,1997,1110,American,0.4698,0.4983,0.2762966115881305
6891,1997,1113,Arizona State,0.4684,0.5293,0.279208964699871
6892,1997,1137,Bucknell,0.467,0.4203,0.7258033656847328
6893,1997,1220,Hofstra,0.4657,0.48,0.3841162018112415
6894,1997,1436,Vermont,0.4645,0.4527,0.3849228144045913
6895,1997,1122,Austin Peay,0.4628,0.4447,0.6038762851219951
6896,1997,1154,The Citadel,0.4598,0.4826,0.37123454917753795
6897,1997,1321,Northwestern,0.45899999999999996,0.5315,0.15844663082481109
6898,1997,1389,St. Peter's,0.4585,0.4566,0.3457078007884054
6899,1997,1296,Northern Illinois,0.4564,0.4675,0.36610948153222433
6900,1997,1364,Santa Barbara,0.4553,0.4737,0.30777958883787937
6901,1997,1378,South Florida,0.4549,0.5078,0.20255856665200783
6902,1997,1238,Jackson State,0.4526,0.4487,0.33191159638461565
6903,1997,1194,Florida Atlantic,0.4505,0.4139,0.594304146453566
6904,1997,1406,Towson,0.4501,0.493,0.31076300870512236
6905,1997,1384,St. Francis (Pa.),0.4496,0.4513,0.4471060151058616
6906,1997,1399,Tennessee Tech,0.4479,0.4305,0.48014412508001336
6907,1997,1359,Samford,0.4469,0.378,0.5809220192263512
6908,1997,1157,Coastal Carolina,0.4463,0.4701,0.2337322362769474
6909,1997,1317,North Texas,0.4459,0.493,0.23032687728436374
6910,1997,1282,UMKC,0.4441,0.4855,0.20435890641491478
6911,1997,1299,North Carolina A&T;,0.4412,0.415,0.5586049509161563
6912,1997,1372,Stephen F. Austin,0.4399,0.4531,0.25299134278925917
6913,1997,1422,NC-Greensboro,0.4395,0.4748,0.23488119971468033
6914,1997,1156,Cleveland State,0.4389,0.478,0.18161439337817295
6915,1997,1200,Fordham,0.4349,0.5058,0.11717258894785477
6916,1997,1398,Tennessee State,0.434,0.4676,0.2664283614486354
6917,1997,1383,St. Francis (N.Y.),0.4327,0.4222,0.2960486157699428
6918,1997,1339,Portland,0.4324,0.4832,0.2134266476537953
6919,1997,1108,Alcorn State,0.4317,0.4506,0.26553553204707353
6920,1997,1102,Air Force,0.4303,0.5131,0.2295037931697375
6921,1997,1454,Wisconsin-Milwaukee,0.4269,0.4827,0.08581277689987164
6922,1997,1258,Loyola Marymount,0.4266,0.4948,0.18611839470333483
6923,1997,1404,Tennessee-Martin,0.4252,0.4469,0.32828190123949247
6924,1997,1318,Northeastern,0.4244,0.4794,0.14065891627500918
6925,1997,1140,Brigham Young,0.4219,0.5497,0.018156316651540803
6926,1997,1260,Loyola-Chicago,0.4214,0.4208,0.4322510387149133
6927,1997,1148,Central Connecticut State,0.4194,0.4604,0.24926855751518373
6928,1997,1248,Lafayette,0.4184,0.4425,0.15800058720862484
6929,1997,1126,Bethune-Cookman,0.418,0.4216,0.37123985372574125
6930,1997,1240,Jacksonville State,0.4126,0.4301,0.34708836651706926
6931,1997,1141,Central Michigan,0.4115,0.4686,0.1359126386818626
6932,1997,1239,Jacksonville,0.4098,0.4868,0.09859056258698908
6933,1997,1184,Eastern Kentucky,0.409,0.452,0.1436761758974746
6934,1997,1152,Chicago State,0.408,0.4946,0.04567005443722377
6935,1997,1190,E. Tennessee State,0.4069,0.4758,0.0375002919049816
6936,1997,1212,Grambling,0.4052,0.4203,0.2134266476537953
6937,1997,1162,Columbia,0.4043,0.4724,0.12346206568944583
6938,1997,1209,Georgia State,0.4015,0.4287,0.2904710242355717
6939,1997,1119,Army,0.3991,0.421,0.17376620708994328
6940,1997,1265,Marist,0.3983,0.4597,0.12784228343405743
6941,1997,1224,Howard,0.3974,0.4402,0.13358858121809722
6942,1997,1391,Stetson,0.3967,0.4355,0.21179436465874057
6943,1997,1221,Holy Cross,0.3951,0.428,0.22228219235519517
6944,1997,1380,Southern,0.3827,0.4269,0.22736716558281916
6945,1997,1414,California Irvine,0.3753,0.4876,0.013072940011575673
6946,1997,1410,Texas-Pan American,0.3748,0.4869,0.034487018045963484
6947,1997,1250,Lehigh,0.3512,0.4559,0.03487799254745744
6948,1996,1246,Kentucky,0.684,0.6009,0.9790844479409626
6949,1996,1163,Connecticut,0.6463,0.5492,0.9730004849806095
6950,1996,1437,Villanova,0.6441,0.59,0.8404332697983932
6951,1996,1242,Kansas,0.6397,0.5655,0.9339359598145739
6952,1996,1210,Georgia Tech,0.635,0.6245,0.6879169310546569
6953,1996,1112,Arizona,0.622,0.5626,0.8376034382679259
6954,1996,1235,Iowa State,0.6191,0.581,0.6913630163061153
6955,1996,1272,Memphis,0.6146,0.5667,0.8441710185742434
6956,1996,1314,North Carolina,0.614,0.5965,0.7872532732023982
6957,1996,1257,Louisville,0.607,0.5983,0.7452023161410405
6958,1996,1453,Green Bay,0.6065,0.5124,0.9035706337704472
6959,1996,1266,Marquette,0.6059,0.555,0.8760445732590133
6960,1996,1133,Bradley,0.5992,0.5461,0.7950957870835701
6961,1996,1396,Temple,0.5977,0.5927,0.601312767859367
6962,1996,1181,Duke,0.5961,0.5948,0.7683861197945384
6963,1996,1365,Santa Clara,0.5911,0.5535,0.7570274414341924
6964,1996,1208,Georgia,0.588,0.5578,0.9063815771426634
6965,1996,1439,Virginia Tech,0.5863,0.5101,0.8473450540208625
6966,1996,1390,Stanford,0.5796,0.5383,0.8545868270010447
6967,1996,1409,Tulsa,0.5782,0.518,0.9130287548897394
6968,1996,1243,Kansas State,0.5754,0.5696,0.5413049513973973
6969,1996,1329,Oklahoma State,0.5717,0.5571,0.7766942957392606
6970,1996,1130,Boston College,0.5701,0.5459,0.825686459523075
6971,1996,1228,Illinois,0.5662,0.5549,0.7724091582331668
6972,1996,1408,Tulane,0.5646,0.5306,0.764334243103102
6973,1996,1438,Virginia,0.5636,0.6033,0.5334950359647553
6974,1996,1376,South Carolina,0.5608,0.5454,0.6755309040256608
6975,1996,1397,Tennessee,0.5589999999999999,0.5787,0.484269871738112
6976,1996,1196,Florida,0.5568,0.5995,0.3185814581440545
6977,1996,1150,Charlotte,0.5549,0.579,0.5333123594938803
6978,1996,1435,Vanderbilt,0.5542,0.555,0.5466722825632147
6979,1996,1291,Mount St. Mary's,0.5537,0.4883,0.8163093812162437
6980,1996,1193,Fairfield,0.5526,0.5069,0.5851166529629178
6981,1996,1145,Canisius,0.5517,0.5173,0.6950704557253586
6982,1996,1229,Illinois State,0.5496,0.5216,0.5958372790333503
6983,1996,1304,Nebraska,0.5476,0.5524,0.671037256938737
6984,1996,1172,Davidson,0.5457,0.4456,0.9503821302927032
6985,1996,1301,North Carolina State,0.5448,0.5652,0.7484372026155053
6986,1996,1161,Colorado State,0.5435,0.5271,0.6244751744942845
6987,1996,1449,Washington,0.5418,0.5248,0.6532211487866099
6988,1996,1139,Butler,0.5403,0.4896,0.6994511220560209
6989,1996,1281,Missouri,0.5393,0.5363,0.6257816016914227
6990,1996,1222,Houston,0.5384,0.5178,0.5238193817104834
6991,1996,1199,Florida State,0.5366,0.555,0.602694792161855
6992,1996,1264,Manhattan,0.5358,0.512,0.7844352209376435
6993,1996,1348,Rhode Island,0.535,0.5198,0.7582184220867165
6994,1996,1351,Rider,0.5307,0.4965,0.7120151417307927
6995,1996,1451,Weber State,0.5298,0.4921,0.691709484319465
6996,1996,1371,Seton Hall,0.5289,0.5623,0.33039985181907033
6997,1996,1293,Murray State,0.5271,0.4895,0.6970835609228322
6998,1996,1140,Brigham Young,0.5262,0.523,0.6624974990860896
6999,1996,1123,Ball State,0.525,0.5095,0.554071747544309
7000,1996,1385,St. John's,0.5203,0.5579,0.3918075651870313
7001,1996,1349,Rice,0.5169,0.5225,0.4495891484142313
7002,1996,1325,Ohio,0.5157,0.5151,0.5788262038843784
7003,1996,1335,Pennsylvania,0.5146,0.4762,0.7637852850822643
7004,1996,1296,Northern Illinois,0.513,0.4578,0.8405083906571794
7005,1996,1460,Wright State,0.5122,0.5162,0.441635744183421
7006,1996,1131,Boston University,0.5101,0.4733,0.6602342673793941
7007,1996,1418,Louisiana-Lafayette,0.5089,0.499,0.5570779124140541
7008,1996,1443,Western Kentucky,0.5077,0.5103,0.5936703683958514
7009,1996,1320,Northern Iowa,0.5074,0.5037,0.5737026001046213
7010,1996,1452,West Virginia,0.5065,0.5271,0.6209143039107649
7011,1996,1434,Valparaiso,0.5062,0.4566,0.7328250540002104
7012,1996,1253,Long Beach State,0.5057,0.4767,0.6733577871531543
7013,1996,1353,Rutgers,0.5042,0.5697,0.26547190097208573
7014,1996,1160,Colorado,0.5032,0.5599,0.2811334119168467
7015,1996,1406,Towson,0.5028,0.4853,0.5314450780656043
7016,1996,1462,Xavier,0.5028,0.5156,0.546322625577775
7017,1996,1388,St. Mary's,0.4999,0.5183,0.4398134629095638
7018,1996,1305,Nevada,0.4994,0.4819,0.5197389608426838
7019,1996,1330,Old Dominion,0.4984,0.4756,0.49836852558184713
7020,1996,1218,Hawaii,0.4974,0.5322,0.4268766531558025
7021,1996,1323,Notre Dame,0.4971,0.5517,0.2809775971720913
7022,1996,1290,Mississippi Valley State,0.49700000000000005,0.4127,0.8008235945494775
7023,1996,1378,South Florida,0.4966,0.5193,0.5114121417027938
7024,1996,1382,St. Bonaventure,0.4958,0.542,0.31164078719929567
7025,1996,1239,Jacksonville,0.4954,0.4819,0.47877356399761145
7026,1996,1164,Coppin State,0.4928,0.4472,0.7031336630207471
7027,1996,1166,Creighton,0.4904,0.4991,0.48691912171174956
